Locality,Type,Price,Rooms,Living area(m2),Plot(m2),Installed Kitchen,Furnished,Fireplace,Terrace,Terrace Surface(m2),Garden,Garden Surface(m2),No.Facades,Swimming Pool,Condition,Construction Year,Energy Label
Chenee,House,224000€,4,160,113,1,,1,1,26,,,2,,Good,1918,E
Grimbergen-strombeek-bever,Apartment-block,468000€,2,195,216,1,0,,1,,1,108,2,0,Good,1965,B
Boussu,House,120000€,2,116,120,,,,1,,,,2,,To renovate,,E
Grez-doiceau,House,445000€,2,145,288,1,,1,1,20,1,288,4,,Just renovated,1970,C
Woluwe-saint-pierre,Villa,2950000€,6,610,800,0,,,,,1,250,4,,Good,1959,Not specified
Morlanwelz,Villa,339000€,2,138,622,0,0,,1,,,,4,0,Good,1994,G
Ecaussinnes,House,199000€,3,140,485,,0,,1,20,1,250,2,0,To renovate,,G
Vilvoorde,House,425000€,3,135,236,0,0,,1,16,1,100,3,0,Good,1965,C
Nazareth,House,465000€,3,159,242,1,,,1,23,1,121,3,,As new,2018,A
Monceau-sur-sambre,House,160000€,3,70,274,0,,,,,,,3,,To be done up,1966,G
Bruxelles,House,550000€,2,108,,0,,,1,23,,,2,,Good,2023,Not specified
Hofstade-9308,House,439000€,4,180,847,,,,,,,,,,Good,1965,C
De-haan,House,364000€,3,117,359,1,,,,,,,,,Good,1967,D
Villers-le-bouillet,House,349000€,4,161,1491,,,,1,25,1,1000,4,,Good,1984,F
Hasselt,House,235000€,2,119,158,0,,,1,,,,3,,To be done up,1920,F
Denderbelle,House,249000€,3,165,240,,,,1,12,1,100,,,Good,,C
Brasschaat,Villa,1400000€,4,450,1360,0,0,,1,,,,4,0,Good,1951,D
Knokke-heist,Villa,2375000€,4,242,330,1,,,1,,1,330,3,,Good,,B
Ronse,House,225000€,3,175,618,0,,,1,,,,3,,To be done up,1959,F
Waregem,House,385000€,3,175,295,1,,,1,,,,3,,Good,2012,A
Vresse-sur-semois,House,260000€,4,230,373,1,0,,1,30,1,160,2,0,As new,1850,B
Chatelet,House,189900€,5,195,109,,,,1,5,,,3,,Just renovated,1875,C
Paliseul,Apartment-block,229000€,3,180,89,1,0,,,,,,3,0,Good,1900,D
Westouter,Villa,968000€,3,347,14949,,,1,1,,,,4,,As new,1930,B
Knokke-heist,House,2995000€,4,240,377,0,,,1,,1,377,4,,As new,1936,A
Wetteren,House,220000€,2,150,140,0,,,1,45,1,45,3,,Good,1918,E
Dendermonde,House,599000€,4,335,181,1,,,,,,,2,,Good,1930,C
Ichtegem,House,359000€,4,152,486,,,,,,,,4,,As new,2001,C
Sint-katelijne-waver,House,599000€,4,200,334,1,,,1,18,1,92,2,,,2024,A
Sint-genesius-rode,House,2195000€,6,540,1962,,,,1,,,,4,,Good,1997,B
Woluwe-saint-lambert,Mixed-use-building,560000€,3,218,,0,,,,,,,2,,To renovate,,G
Libramont-chevigny,Apartment-block,350000€,7,440,972,1,0,,1,30,1,800,4,0,To renovate,2024,A
Londerzeel,Town-house,437000€,3,160,61,,,,1,6,,,2,,As new,2019,A
Scherpenheuvel-zichem,House,345000€,3,126,812,0,0,,1,,,,4,0,To be done up,1975,E
Ardooie,House,445000€,4,238,1664,,,,1,,1,1135,4,,Good,1979,C
Beringen,House,350000€,3,171,346,,,,,,,,3,,As new,2024,Not specified
Blankenberge,House,390000€,2,108,882,,,,,,1,800,4,,To renovate,,F
Anderlues,Villa,359000€,2,140,996,1,1,,1,20,1,750,4,1,As new,1986,B
Deinze,House,395000€,3,178,341,0,,,1,35,1,200,3,,As new,1935,B
Gentbrugge,House,324000€,3,150,80,,,,,,,,,,Good,1934,C
Wilrijk,House,295000€,4,138,115,1,,,,,1,45,2,,To renovate,,E
Ittre,House,350000€,5,215,220,0,0,,1,16,1,150,3,0,Good,2022,B
Uccle,House,475000€,5,,225,,,,,,,,,,,,G
Zottegem,House,265000€,5,163,1142,1,0,,1,,,,3,0,To be done up,1955,F
Retie,House,699000€,3,356,1750,0,0,,1,,,,4,0,As new,1984,B
Manage,House,129000€,2,103,190,0,0,,1,,,,2,0,To be done up,1936,G
Sint-truiden,House,385000€,3,161,452,1,,,,,,,4,,Good,1960,C
Pelt,House,549000€,3,318,917,1,,1,,,,,4,,Good,1995,B
Roeselare,House,115000€,4,95,58,,,,,,,,2,,As new,1919,D
Engis,House,199000€,3,80,140,1,1,,1,29,1,80,2,1,Good,1918,C
Hasselt,House,445000€,4,177,88,,0,,1,,,,2,0,Good,2024,Not specified
Saint-mard,House,185000€,3,140,127,0,,,1,,,,2,,Good,1910,C
Huy,House,225000€,1,105,29,1,1,,1,,,,2,1,As new,,C
Izegem,House,285000€,3,120,73,,,,,,,,2,,Good,1930,A
Ternat,House,499000€,4,270,145,0,0,,1,43,1,55,2,0,As new,1959,B
Uccle,Villa,2595000€,5,558,3237,,0,,,,,,,0,To renovate,1968,G
Kortessem,House,395000€,3,145,662,0,0,,,,,,3,0,Good,2024,Not specified
Zedelgem,House,485000€,4,141,272,,,,,,,,3,,Good,2019,A
Temse,House,320000€,3,182,642,,,1,1,,,,3,,Good,1960,E
Le-roeulx,House,420000€,2,160,2104,,,,1,1421,1,395,3,,To be done up,,F
Vollezele,House,290000€,3,218,,,,,,,,,,,Good,1981,F
Leuven,House,797691€,5,208,136,0,0,,,,,,3,0,As new,2023,Not specified
Kortrijk-marke,House,790000€,4,341,2126,0,0,,1,,,,4,0,Good,1995,B
Morlanwelz,House,210000€,2,115,120,0,0,,1,35,,,2,0,As new,,D
Puurs-sint-amands,House,285000€,3,140,340,,0,,1,,,,3,0,,1940,F
Lixhe,House,75000€,3,220,2846,1,,,,,,,4,,To be done up,1975,F
Montignies-sur-sambre,House,200000€,,295,220,1,0,,,,,,2,0,,,G
Forest,House,735000€,5,302,135,0,,,1,10,1,50,2,,Good,1920,D
Harelbeke,Town-house,169000€,4,205,234,,,,,,,,3,,Good,1972,F
Herentals,Villa,649000€,3,332,1090,1,,1,1,,,,4,,Good,1996,B
Knokke-heist,Apartment-block,750000€,4,128,77,0,0,,,,,,2,0,To restore,,E
Alveringem,House,399000€,4,554,1656,,,,,,1,1656,3,,To renovate,1930,F
Habay-la-neuve,House,269000€,3,185,260,1,,,1,25,1,85,2,,Good,,C
Pervijze,House,315000€,3,140,1163,0,,,,,,,4,,Good,,F
Assenede,House,210000€,2,,415,,,,,,,,,,To be done up,1935,F
Heist-op-den-berg,House,520000€,3,282,670,0,,,1,,,,4,,Good,1970,D
Lokeren-eksaarde,Country-cottage,969000€,3,190,20111,,0,,1,20,1,20000,4,0,To be done up,,F
Wellen,House,409650€,4,204,,1,,,1,15,,,,,As new,2024,Not specified
Etterbeek,House,325000€,2,125,46,,,,,,,,2,,To renovate,1905,G
Gent,House,295000€,4,162,78,1,,,1,18,,,2,,Good,,D
Holsbeek,House,545000€,4,280,2694,1,,,1,,,,4,,Good,1970,C
Jette,House,425000€,3,135,,1,,,1,,,,2,,Good,1958,G
Aalst,House,230000€,2,100,175,,,1,,,1,117,3,,Good,,E
Liedekerke,House,475000€,3,180,600,0,0,,1,35,1,130,4,0,As new,1975,B
Nassogne,House,249000€,3,120,320,1,,,1,15,1,100,2,,Just renovated,1950,E
Ciney-conjoux,House,339000€,3,135,1045,0,0,,1,38,,,4,0,Good,,F
Smetlede,House,275000€,2,204,431,,,,,,,,4,,Good,1899,D
Watermael-boitsfort,House,1240000€,6,230,575,1,0,,1,20,1,250,2,0,,1938,G
Onze-lieve-vrouw-waver,House,285000€,3,139,186,0,,,1,,,,4,,Good,1935,E
Mechelen,House,875000€,5,253,1152,0,,,,,,,,,,1988,C
Hechtel-eksel,House,435000€,3,110,367,,,,1,,,,3,,Good,2024,Not specified
Woluwe-saint-lambert,Villa,2350000€,5,366,2243,,0,,1,30,,,4,0,As new,1930,D
Asse,House,399000€,4,130,145,1,,,1,,,,2,,Good,1935,B
Aalst,House,310000€,3,193,171,1,,,1,36,,,2,,Good,1939,F
Arsimont,House,240000€,7,260,1059,0,,,,,,,4,,Good,,C
Honnelles-roisin,House,208000€,3,80,747,1,,,1,60,1,500,4,,As new,2019,B
Knokke-heist,Town-house,765000€,4,197,70,1,0,,1,,,,2,0,Good,1988,B
Liege,House,119000€,2,83,62,,0,,,,,,3,0,,,G
Berendrecht,House,750000€,6,355,3115,1,0,,1,,,,4,0,,1988,B
Kraainem,House,1150000€,4,300,535,0,,1,1,20,1,350,3,,Good,2007,B
Herselt,Chalet,90000€,2,52,2290,,0,,,,,,4,0,,1967,F
Landen,House,549000€,4,245,136,,,,1,8,1,8,2,,As new,2000,B
Zele,House,375000€,4,165,873,,,,,,,,,,To renovate,1970,F
Libramont-chevigny,Country-cottage,330000€,4,281,1780,1,,,,,,,4,,To be done up,,E
Huy,House,299500€,3,220,,0,,,,,,,3,,Good,1899,F
Woluwe-saint-pierre,House,1295000€,4,285,418,0,0,,1,20,1,200,3,0,As new,1995,E
Sirault,House,260000€,2,84,1570,0,0,,1,,,,4,0,Good,,C
Zonhoven,House,339000€,3,183,858,,,,1,,,,2,,To be done up,1966,D
Villers-sur-lesse,House,395000€,4,190,5354,1,,1,1,,,,4,,Good,1971,G
Antwerpen,House,485000€,2,140,181,0,,,,,,,3,,As new,,Not specified
Montegnee,House,99000€,2,98,265,,0,,,,,,2,0,,,D
Merbes-le-chateau,House,269999€,3,218,700,1,0,,1,,1,988,3,0,Good,1945,D
Jette,Villa,1795000€,6,1190,2018,0,,1,1,28,1,1000,4,,Good,2000,C
Gentbrugge,House,467000€,3,146,188,0,0,,1,,1,100,2,0,Good,2024,Not specified
Ganshoren,House,770000€,6,280,194,,,,1,23,1,80,3,,Good,2012,C
Gingelom,House,180000€,4,172,294,,,,,,1,216,2,,To be done up,1930,E
Fauvillers,House,1750000€,19,1560,28870,0,1,,1,20,1,28870,4,1,Good,1874,D
Nevele-hansbeke,Villa,440000€,4,139,274,0,0,,,,1,204,3,0,Good,2024,A
Gavere,House,259000€,4,167,365,,,,,,,,2,,To renovate,1964,F
Silly,House,450000€,4,,15000,,,,1,1,1,1,3,,As new,,B
Buvrinnes,Apartment-block,550000€,5,314,10178,1,,,1,,,,3,,Good,,C
Moha,Country-cottage,259000€,4,200,629,,,,1,,1,359,4,,Good,1918,E
Huy,House,355000€,6,350,,0,,,1,,,,2,,To be done up,,F
Spy,Villa,469000€,3,210,1439,0,,,1,1,1,1,4,,As new,2019,B
Paliseul,Mixed-use-building,165900€,3,205,80,,0,,1,3,,,2,0,To renovate,1981,C
Auderghem,House,1150000€,4,250,525,,,,,,,,3,,To renovate,1935,G
Steenokkerzeel,House,465000€,3,156,493,1,,,,,,,3,,Good,1954,C
Ravels-poppel,Villa,695000€,3,301,1287,,,,1,,,,4,,,1992,C
Liege,House,169000€,2,69,28,1,0,,,,,,2,0,As new,1850,C
Nassogne,House,249000€,4,143,492,1,0,,1,,1,200,4,0,As new,1975,D
Jabbeke,Villa,395000€,4,191,897,,0,,,,,,4,0,,1974,F
Stabroek,House,299000€,2,,280,0,0,,,,,,3,0,,1947,F
Floreffe,Villa,695000€,5,235,2282,1,0,,1,120,1,2000,4,0,As new,1989,C
Genk,House,540000€,3,189,618,0,0,,1,16,,,3,0,Good,2022,Not specified
Montegnee,House,99000€,2,96,265,,0,,,,,,2,0,,,F
Gent,House,420000€,2,130,52,0,,,,,,,2,,As new,,B
Putte,House,399000€,3,119,21703,,,,,,,,4,,To renovate,1997,F
Stavelot,Castle,695000€,6,325,1445,1,1,,1,,,,4,1,As new,1874,G
Bilzen,House,360000€,4,144,405,,0,,,,,,3,0,Good,2024,Not specified
Watermael-boitsfort,House,536000€,3,145,97,1,0,,,,1,35,2,0,,1910,F
Libin,House,269000€,4,188,350,1,,,1,20,,,2,,Good,1850,C
Heusden-zolder,House,289000€,3,198,4218,,,,,,,,4,,,1961,F
Oud-turnhout,Villa,695000€,3,410,2930,,,1,1,50,1,2930,4,,Good,1993,C
Woluwe-saint-pierre,House,1120000€,8,564,1370,,,,1,,,,4,,To restore,1910,G
Puurs-sint-amands,House,298000€,3,139,202,1,,,1,,,,3,,Good,1960,F
Rochefort,House,175000€,5,163,456,,,,1,46,1,332,2,,To renovate,,F
Meulebeke,House,298000€,4,,300,0,,,1,,,,3,,Good,,D
Waremme,House,199000€,2,109,436,,,,1,11,1,330,2,,Good,,F
Maarkedal,Villa,1745000€,4,433,8633,,1,1,1,,,,4,1,Just renovated,,B
Arlon,House,595000€,4,223,467,1,,,1,36,1,321,2,,As new,2016,B
Bernissart-harchies,House,170000€,3,126,523,0,0,,1,25,1,458,3,0,Good,2021,Not specified
Belgrade,House,359000€,3,171,421,,,,1,1,1,1,3,,As new,2024,B
Maaseik,House,271000€,3,180,,,,,,,,,2,,Good,1964,C
Kraainem,Villa,1495000€,8,465,2076,0,0,,1,,1,700,4,0,To renovate,1966,C
Flemalle,House,350000€,3,190,423,1,,,1,34,1,215,3,,Just renovated,2013,C
Kalmthout,House,449000€,5,245,212,1,,,,,,,,,Good,,Not specified
Liege,House,235000€,4,187,121,1,,,1,12,,,2,,Good,1860,B
Affligem,House,420000€,5,200,311,1,0,,1,,,,3,0,To be done up,1958,D
Ukkel,House,786000€,4,229,,0,,,1,35,1,210,3,,,2024,A
Antwerpen,Mansion,1500000€,5,319,205,,,,1,,,,2,,As new,,B
Antwerpen,House,529000€,5,229,68,0,,,,,1,9,2,,To renovate,,E
Knokke-heist,Villa,885000€,3,132,681,0,,,1,,,,4,,Good,1976,C
Huy,Apartment-block,209000€,5,246,230,0,,,1,20,,,2,,Good,1946,B
Gent,Mansion,985000€,3,301,129,1,,1,1,,,,2,,,1876,C
Ciney-achene,House,285000€,2,147,569,0,,,1,,,,3,,As new,2017,A
Tienen,Villa,399000€,2,316,,1,,,1,,,,4,,Good,1989,C
Mechelen,House,379500€,3,131,,0,0,,1,11,,,3,0,,2024,A
Lierde,House,795000€,5,438,1531,0,,,1,,,,4,,Good,,B
Berlaar,House,465000€,3,216,303,1,,,1,,,,2,,,2023,Not specified
Deurne,House,315000€,2,154,171,0,,,1,,,,2,,Good,,B
Gijzegem,House,165000€,2,120,,1,,,1,,,,2,,,,F
Hastiere-par-dela,House,129000€,4,289,528,0,,,1,15,1,528,2,,To renovate,1919,E
Gingelom,House,512000€,4,300,2489,1,,,,,,,4,,Good,1997,B
Oostakker,House,430000€,4,270,877,1,,,,,,,4,,To renovate,1958,F
Pont-a-celles,House,99900€,4,115,371,0,0,,,,1,161,2,0,To restore,1919,G
Ganshoren,House,449000€,4,153,253,,0,,1,,,,3,0,,1960,E
Geraardsbergen,House,525000€,4,240,4460,0,,,1,,1,4460,4,,Good,1995,B
Antwerpen,House,279000€,3,163,70,,,,1,20,,,2,,,,F
Wilrijk,House,640000€,4,190,389,,,,1,13,1,200,3,,To be done up,1959,D
Dudzele,House,375000€,4,237,604,1,,,1,,,,4,,,1971,F
Antwerpen,House,319500€,4,236,160,,0,,1,12,1,46,2,0,,1932,F
Amay,House,180000€,2,100,268,0,,,1,,,,,,Good,,C
Herseaux,House,129000€,3,104,424,0,0,,1,,1,335,2,0,To be done up,,D
Uccle,House,1290000€,4,202,440,1,0,,1,15,1,350,3,0,,,Not specified
Strepy-bracquegnies,House,300000€,3,241,1513,1,,,1,,,,4,,Good,1970,D
Geluwe,House,589000€,5,205,1497,1,,,,,1,1000,,,Good,2016,C
Willebroek,House,225000€,3,125,85,1,,,1,14,,,2,,Good,1918,B
Virton,House,289000€,3,160,948,1,0,,,,1,750,2,0,Good,1850,C
Affligem,House,379000€,3,305,260,,,,,,1,145,2,,To be done up,1970,C
De-pinte,House,688000€,3,197,701,0,0,,1,40,1,400,4,0,Good,1988,D
Hastiere,Country-cottage,99000€,1,48,469,,1,,1,20,1,469,,1,Good,,G
Engis,House,119000€,3,110,98,0,,,1,33,,,4,,To be done up,1930,E
Duffel,House,249000€,4,141,340,0,,,1,,,,2,,To renovate,1933,F
Roeselare,House,249000€,2,206,141,1,,,,,,,,,To be done up,1935,D
Leval-trahegnies,House,180000€,2,209,500,1,,,1,,,,3,,Good,,D
Stavelot,Villa,480000€,5,262,890,0,0,,1,30,1,890,4,0,Good,2013,B
Langemark-poelkapelle,House,238000€,3,204,394,,,,,,1,269,3,,As new,1960,F
Oostkamp,Mixed-use-building,1050000€,5,375,1198,1,,,,,,,,,Good,,B
Rochefort,Farmhouse,299000€,4,224,20000,0,,,1,21,1,20000,3,,To renovate,,G
Woluwe-saint-pierre,House,865000€,4,253,180,0,0,,1,,1,50,2,0,As new,1928,G
Liege,House,199000€,2,110,150,0,0,,1,15,1,80,2,0,Good,,D
Dinant,House,225000€,4,228,148,0,,,1,16,1,148,3,,To renovate,1930,G
Wetteren,House,399000€,4,252,663,1,,,1,,,,4,,To be done up,,D
La-hulpe,House,440000€,2,200,418,0,0,,1,,1,418,4,0,To renovate,1905,E
Pont-a-celles,Mansion,550000€,3,266,1290,1,0,,1,45,1,700,4,0,To be done up,1890,C
Gent,House,850000€,7,416,474,0,,,,,,,,,Good,,C
Izegem,Villa,359000€,3,241,960,,,,1,,,,4,,Good,1977,D
Hoogstraten,House,569000€,2,204,599,,,,,,,,2,,As new,1931,C
Zonhoven,House,295000€,4,158,2770,,,,,,1,1300,4,,To renovate,1956,F
Zonhoven,Mixed-use-building,279000€,3,246,688,1,,,1,,,,4,,To be done up,1997,C
Anderlues,House,179000€,2,177,1170,0,,,1,,,,3,,To renovate,1965,F
Melle,House,435000€,5,320,260,1,1,,1,20,1,20,2,1,,,E
Gingelom,House,215000€,2,177,974,,,,,,,,3,,To renovate,1874,F
Lessen,House,349000€,3,175,880,,,,1,33,1,550,4,,Good,2009,D
Wondelgem,House,375000€,3,130,129,,,,,,,,,,Good,1933,C
Forges,House,59000€,2,42,194,,1,,1,17,1,194,4,1,Just renovated,,Not specified
Sint-lievens-houtem,Mixed-use-building,695000€,3,275,2000,1,0,,1,90,1,53,4,0,To be done up,1959,C
Otegem,House,372000€,3,125,649,,,,1,,,,3,,,2023,Not specified
Etterbeek,House,650000€,5,,285,,,,,,,,,,,,G
Herne,Farmhouse,795000€,4,1745,93562,0,0,,1,,,,4,0,To renovate,1850,F
Kraainem,House,700000€,5,215,611,0,0,,1,,1,400,4,0,To renovate,1960,E
Tessenderlo,Mixed-use-building,529000€,4,293,2016,1,,,,,,,4,,Good,1984,D
Sint-gillis-waas,House,319000€,3,,190,0,,,1,7,1,15,2,,As new,2010,A
Corroy-le-chateau,House,329000€,3,180,639,,,,1,80,,,4,,,1870,D
Sint-katelijne-waver,Villa,499000€,5,300,727,1,,,1,1,1,1,4,,To renovate,1970,F
Brugge,Villa,729000€,4,266,442,1,0,,1,,,,4,0,,1964,C
Gent,House,599000€,3,192,,,,,,,,,,,Just renovated,,B
Merksem,House,289000€,3,119,,,,,,,,,2,,,,E
Deerlijk,House,395000€,3,182,837,,0,,,,,,4,0,,1990,C
Lommel,House,335000€,3,164,248,,,,,,,,,,Good,2024,A
Durbuy,House,280000€,4,168,1002,,,,,,,,,,To be done up,,F
Brasschaat,Villa,2350000€,7,659,2484,0,0,1,1,68,1,2114,4,0,Just renovated,1957,B
Knokke-heist,House,1545000€,7,228,228,,,,,,,,,,,1860,A
Sint-truiden,House,379000€,3,136,305,0,1,,1,19,1,120,3,1,As new,2018,A
Sint-katelijne-waver,House,650000€,4,260,1297,1,,,1,,,,4,,Good,1953,B
Dilbeek-groot-bijgaarden,Villa,495000€,3,140,955,1,,,1,,,,4,,To renovate,1959,F
Maldegem,House,269000€,4,143,870,,,,1,,,,4,,Good,1935,F
Eghezee,House,395000€,6,400,1333,,,1,1,,1,1333,,,To restore,,D
Bruxelles,Mixed-use-building,510000€,3,165,72,1,0,,,,,,2,0,To be done up,,E
Andenne,House,314770€,4,160,401,,0,,,,1,400,2,0,Good,2023,Not specified
Antwerpen,House,2785000€,5,398,100,0,0,,1,,,,2,0,Good,2023,Not specified
La-louviere-haine-saint-pierre,House,230000€,3,130,1100,1,,,1,37,,,2,,Just renovated,,E
Gavere,House,598000€,3,193,1047,,,,,,,,4,,,,F
Dilsen-stokkem,House,355000€,4,280,373,,,,,,,,4,,Good,2002,C
Ronse,House,198000€,2,90,140,1,,,,,,,,,Good,,B
Courcelles,House,189900€,3,190,479,0,0,,1,10,1,306,3,0,To renovate,1874,G
Sivry-rance,Mansion,349000€,5,325,1995,1,,1,1,40,1,1750,3,,Good,,E
Nieuwerkerken,House,325000€,3,130,1040,0,,,,,,,3,,Good,2000,B
Liege,House,249000€,4,156,115,1,,,1,70,,,2,,As new,1960,D
Fumal,House,149000€,2,126,545,0,0,,1,,1,410,3,0,To be done up,,G
Herve,Castle,1350000€,10,1300,10000,1,0,,,,,,4,0,As new,,Not specified
Libramont-chevigny-freux,House,929000€,10,569,8594,1,0,,1,,,,4,0,As new,1868,B
Hornu,Mixed-use-building,239000€,2,250,256,1,,,1,16,1,155,3,,Good,,C
Leopoldsburg,House,229000€,2,131,316,,,,1,15,1,160,4,,As new,1987,F
Kortenberg,House,606192€,5,197,375,,,,1,,,,3,,,,A
Liege,House,135000€,4,70,48,,0,,1,16,,,2,0,Good,,F
Mons,Apartment-block,220000€,,155,61,0,,,,,,,3,,Good,1850,F
Vollezele,House,250000€,1,103,1679,,,,,,,,4,,,1966,Not specified
Wetteren,House,217000€,2,85,102,1,,,1,10,1,30,2,,Good,,C
Ronse,House,269000€,3,121,240,,,,,,,,2,,Good,1930,B
Boussu,House,125000€,2,107,135,,,,,,1,23,2,,Good,,F
Anderlues,House,189999€,3,143,650,1,0,,1,30,1,490,3,0,Good,1895,E
Braine-lalleud-lillois-witterzee,Bungalow,468000€,3,120,1410,0,0,,1,,1,1410,4,0,Good,1970,E
Gistel,House,169000€,3,151,500,,,,,,,,2,,To renovate,1918,F
Mol,House,425000€,4,190,425,,0,,1,,,,3,0,,2023,A
Sint-kornelis-horebeke,House,420000€,2,160,1160,,,,,,,,4,,Good,1994,F
Celles-molenbaix,House,449000€,4,155,1850,1,,,1,,1,1700,4,,Good,,D
De-haan,House,499000€,4,252,709,,,,1,,,,4,,Good,1763,C
Verviers,Apartment-block,199000€,4,306,279,,0,,1,43,,,3,0,,1899,D
Sint-gillis-waas,House,175000€,2,120,157,1,,,,,,,,,To renovate,1938,F
Jette,Mixed-use-building,1200000€,7,488,345,,,,,,,,,,,1919,Not specified
Brugge,House,239000€,2,71,,0,,,,,,,2,,To be done up,,F
Knokke-heist,House,2950000€,5,445,937,0,,,1,,1,937,4,,Just renovated,2004,B
Saint-sauveur,House,995000€,5,440,2687,1,,1,,,,,4,,,2000,B
Westende,House,245000€,2,90,208,,0,,1,,,,4,0,,1990,Not specified
Zwalm,House,335000€,4,245,245,,,,,,,,3,,,2021,B
Lier,House,389000€,3,150,339,,,,,,1,225,2,,Good,,C
Hamme,House,338000€,3,155,,,,,,,,,2,,,1960,C
Vilvoorde,Mansion,379000€,5,211,114,1,,,1,15,,,2,,Good,1935,D
Boortmeerbeek,Villa,687000€,4,293,2359,1,,,1,40,1,665,4,,Good,1955,D
Enghien,House,275000€,3,120,333,,,,1,23,1,276,2,,Good,,E
Waudrez,House,380000€,4,176,3655,0,,,1,,,,4,,Good,1955,G
Bruxelles,Apartment-block,689000€,6,220,88,,,,1,30,,,2,,,1930,G
Ertvelde,House,595000€,4,218,1037,1,,,,,,,4,,Good,1999,B
Velaines,Mansion,585000€,6,400,3520,1,,,1,,,,4,,Good,,E
Jabbeke,House,394792€,3,159,300,,0,,,,,,3,0,Good,2024,Not specified
Tessenderlo,House,335000€,6,265,524,0,,,1,,1,60,4,,Good,1962,F
Zonhoven,Villa,439000€,3,213,776,,,,,,1,509,4,,As new,1988,D
Trooz,Mixed-use-building,287000€,3,240,320,1,,,1,35,1,122,2,,Good,,E
Lodelinsart,House,129999€,4,175,745,1,0,,,,1,480,3,0,To be done up,1940,E
Maaseik,Villa,889000€,5,311,1120,,,1,1,40,1,1120,4,,Good,1998,B
Arlon-toernich,House,580000€,3,220,860,1,0,,1,40,1,700,4,0,As new,1996,C
Monceau-sur-sambre,House,139999€,2,146,66,1,0,,1,8,,,2,0,Good,1940,E
Geraardsbergen,Mixed-use-building,275000€,3,234,146,0,0,,1,,,,3,0,Good,1900,E
Edegem,House,425000€,4,142,291,0,0,,1,21,1,100,3,0,Good,1976,C
Wodecq,Villa,370000€,4,242,1163,,,,,,,,4,,As new,1973,E
Wetteren,House,195000€,2,84,190,0,,,1,21,1,116,2,,Good,,E
Zandvliet,House,549000€,3,178,739,1,,,,,1,739,,,Good,2011,A
Geraardsbergen,Villa,695000€,3,400,2000,1,,,1,,,,4,,,,C
Soignies,House,699000€,5,410,18,,0,,1,,,,4,0,As new,1870,A
Wichelen,House,195000€,3,190,290,,0,,1,15,,,4,0,To renovate,,F
Aalst,House,310000€,3,193,171,1,,,1,36,,,2,,Good,1939,F
Oostende,House,289000€,4,170,159,,,,1,75,1,75,,,Good,,C
Auderghem,House,525000€,3,190,1,0,0,,1,9,,,2,0,To be done up,1919,E
Oudsbergen,Mixed-use-building,695000€,3,,35799,,0,,,,,,4,0,,1968,F
Seraing,Mixed-use-building,145000€,6,267,176,0,0,,1,,1,70,2,0,To renovate,,D
Kortrijk,House,185000€,3,125,55,,,,1,,,,2,,To be done up,,D
Liege,House,385000€,4,193,817,1,0,,1,,1,70,4,0,Good,1996,C
Kerkhove,House,185000€,5,186,382,1,,,,,1,227,,,To be done up,1920,F
Beringen,House,335000€,3,198,976,,,,,,1,137,3,,Good,1967,C
Antwerpen,Apartment-block,389900€,6,285,180,1,,,1,13,,,2,,To be done up,1965,F
Wiekevorst,House,590000€,4,210,590,1,,,1,24,1,460,4,,,2023,Not specified
Genk,House,240000€,3,127,425,,0,,,,,,3,0,,,D
Musson,House,390000€,2,146,987,1,,,,,1,500,4,,Good,2014,B
Mettet,House,199000€,3,112,290,,0,,1,10,,,4,0,,,F
Wilrijk,Town-house,495000€,3,238,217,0,,,1,,,,2,,Good,1955,E
Chaudfontaine,House,259000€,3,189,130,1,0,,1,,,,2,0,Good,,E
Antwerpen,House,759000€,5,360,130,0,0,,1,12,,,2,0,Good,1944,C
Forest,House,1495000€,5,300,315,0,0,,1,30,1,200,2,0,Good,1909,F
Vaudignies,House,165000€,3,107,,0,,,,,,,,,Good,,G
Borgloon,House,390000€,3,176,2725,,,,,,1,1519,4,,To renovate,1963,F
Kessenich,Villa,595000€,5,,1329,1,,1,1,,,,4,,Good,1997,C
Antwerpen-2018,House,680000€,3,,239,,,,,,,,,,,,B
Oud-turnhout,Villa,1485000€,5,619,2042,,0,,1,,,,4,0,As new,,B
Schaerbeek,House,560000€,4,206,,0,,,1,30,,,2,,Good,1910,F
Meulebeke,House,345000€,2,165,984,,,,,,,,4,,Good,1974,F
Ferrieres-vieuxville,Bungalow,245000€,2,103,3115,0,0,,,,,,4,0,To be done up,1964,F
Court-saint-etienne,House,475000€,2,115,1500,,,,1,40,,,,,,,D
Menen,House,399000€,3,150,1053,,,,,,1,863,3,,As new,1969,B
Wangenies,House,169000€,2,85,,0,,,,,,,3,,To renovate,,G
Wevelgem,House,155000€,3,130,380,1,,,,,1,235,2,,To renovate,,D
Chatelet,House,95000€,2,95,120,0,,1,1,,1,50,2,,To renovate,,E
Nieuwpoort,House,249000€,3,177,173,,,,,,1,79,4,,Good,1930,C
Antwerpen,House,229000€,4,136,78,,,,,,1,20,2,,,,C
Kalmthout,House,329000€,2,137,440,,0,,1,,,,4,0,,1962,F
Etterbeek,Mansion,1675000€,6,706,200,0,0,,1,30,1,100,2,0,To renovate,1913,D
Middelkerke,House,375000€,3,160,,0,,,,,,,2,,Good,1920,D
Oud-turnhout,House,1850000€,5,718,1961,,0,,1,,,,4,0,As new,2003,B
